UPID	Gene	Molecular weight (Da)	GALACTOSE	ACETATE	PYRUVATE	GLYCEROL	FRUCTOSE	SUCCINATE	GLUCOSE	Annotated functional COG group (description)	Description	Annotated functional COG class	Annotated functional COG groups (letter)
P69222	infA	8226.3118	2091	1912	2084	2424	2997	2592	4495	Translation, ribosomal structure and biogenesis	Translation initiation factor IF-1 OS=Escherichia coli (strain K12) GN=infA PE=1 SV=2	INFORMATION STORAGE AND PROCESSING	J
P0A7I0	prfA	40474.19405	71	98	174	218	79	80	231	Translation, ribosomal structure and biogenesis	Peptide chain release factor 1 OS=Escherichia coli (strain K12) GN=prfA PE=1 SV=1	INFORMATION STORAGE AND PROCESSING	J
P21338	rna	29580.708	131	37	36	50	68	38	50	Translation, ribosomal structure and biogenesis	Ribonuclease I OS=Escherichia coli (strain K12) GN=rna PE=1 SV=1	INFORMATION STORAGE AND PROCESSING	J
P0A7L3	rplT	13470.66136	1496	1635	2641	3342	6572	2870	3577	Translation, ribosomal structure and biogenesis	50S ribosomal protein L20 OS=Escherichia coli (strain K12) GN=rplT PE=1 SV=2	INFORMATION STORAGE AND PROCESSING	J
P0ADZ0	rplW	11174.21232	1042	820	1198	1749	2665	1529	1877	Translation, ribosomal structure and biogenesis	50S ribosomal protein L23 OS=Escherichia coli (strain K12) GN=rplW PE=1 SV=1	INFORMATION STORAGE AND PROCESSING	J
P0A7L8	rpmA	9100.87084	11824	9418	12112	18782	26384	17917	23305	Translation, ribosomal structure and biogenesis	50S ribosomal protein L27 OS=Escherichia coli (strain K12) GN=rpmA PE=1 SV=2	INFORMATION STORAGE AND PROCESSING	J
P0A7M6	rpmC	7250.97238	25935	24944	31420	39271	48729	34005	52939	Translation, ribosomal structure and biogenesis	50S ribosomal protein L29 OS=Escherichia coli (strain K12) GN=rpmC PE=1 SV=1	INFORMATION STORAGE AND PROCESSING	J
P0A7N4	rpmF	6424.42095	9114	11126	13968	18420	23130	16295	26636	Translation, ribosomal structure and biogenesis	50S ribosomal protein L32 OS=Escherichia coli (strain K12) GN=rpmF PE=1 SV=2	INFORMATION STORAGE AND PROCESSING	J
P0A7N9	rpmG	6349.6092	10755	10243	13590	18238	23141	15398	27960	Translation, ribosomal structure and biogenesis	50S ribosomal protein L33 OS=Escherichia coli (strain K12) GN=rpmG PE=1 SV=2	INFORMATION STORAGE AND PROCESSING	J
P0AG59	rpsN	11555.25364	4970	4660	5645	7626	11923	7767	10079	Translation, ribosomal structure and biogenesis	30S ribosomal protein S14 OS=Escherichia coli (strain K12) GN=rpsN PE=1 SV=2	INFORMATION STORAGE AND PROCESSING	J
P0ADZ4	rpsO	10244.49567	28441	18916	22643	28045	62565	38531	33110	Translation, ribosomal structure and biogenesis	30S ribosomal protein S15 OS=Escherichia coli (strain K12) GN=rpsO PE=1 SV=2	INFORMATION STORAGE AND PROCESSING	J
P0AG63	rpsQ	9680.27267	7723	5658	5935	9601	10147	5963	4180	Translation, ribosomal structure and biogenesis	30S ribosomal protein S17 OS=Escherichia coli (strain K12) GN=rpsQ PE=1 SV=2	INFORMATION STORAGE AND PROCESSING	J
P0AFX0	hpf	10725.60191	2524	2958	2288	2450	1731	2143	2312	Translation, ribosomal structure and biogenesis	Probable sigma(54) modulation protein OS=Escherichia coli (strain K12) GN=yhbH PE=1 SV=1	INFORMATION STORAGE AND PROCESSING	J
P37765	rluB	32673.39599	56	64	60	78	109	78	114	Translation, ribosomal structure and biogenesis	Ribosomal large subunit pseudouridine synthase B OS=Escherichia coli (strain K12) GN=rluB PE=1 SV=2	INFORMATION STORAGE AND PROCESSING	J
P36929	rsmB	48299.01648	21	36	39	50	35	22	58	Translation, ribosomal structure and biogenesis	Ribosomal RNA small subunit methyltransferase B OS=Escherichia coli (strain K12) GN=rsmB PE=1 SV=2	INFORMATION STORAGE AND PROCESSING	J
P0AGJ2	trmH	25308.74949	3	12	15	13	6	8	25	Translation, ribosomal structure and biogenesis	tRNA guanosine-2'-O-methyltransferase OS=Escherichia coli (strain K12) GN=trmH PE=1 SV=1	INFORMATION STORAGE AND PROCESSING	J
P0AEB7	yoaB	12467.33865	1409	1379	1378	1509	2185	1616	1854	Translation, ribosomal structure and biogenesis	RutC family protein yoaB OS=Escherichia coli (strain K12) GN=yoaB PE=3 SV=1	INFORMATION STORAGE AND PROCESSING	J
Q46893	ispD	25703.19589	30	47	53	50	41	29	67	Lipid transport and metabolism	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase OS=Escherichia coli (strain K12) GN=ispD PE=1 SV=3	METABOLISM	I
P0AGG2	tesB	31928.35792	189	191	245	195	247	181	239	Lipid transport and metabolism	Acyl-CoA thioesterase 2 OS=Escherichia coli (strain K12) GN=tesB PE=1 SV=2	METABOLISM	I
P0A6A8	acpP	8616.21013	25650	15267	24576	28863	30852	29705	28944	Lipid transport and metabolism	Acyl carrier protein OS=Escherichia coli (strain K12) GN=acpP PE=1 SV=2	METABOLISM	IQ
P31551	caiD	28154.48043	9	12	10	12	NA	22	59	Lipid transport and metabolism	Carnitinyl-CoA dehydratase OS=Escherichia coli (strain K12) GN=caiD PE=1 SV=4	METABOLISM	I
P0AGL5	yfjG	17697.12318	5	6	11	11	NA	8	33	Lipid transport and metabolism	Putative toxin YfjG OS=Escherichia coli (strain K12) GN=yfjG PE=1 SV=1	METABOLISM	I
P62623	ispH	34734.93615	92	119	180	207	190	135	224	Lipid transport and metabolism	4-hydroxy-3-methylbut-2-enyl diphosphate reductase OS=Escherichia coli (strain K12) GN=ispH PE=1 SV=1	METABOLISM	IM
P0A6H8	clsA	54768.54586	7	10	9	9	23	11	10	Lipid transport and metabolism	Cardiolipin synthase OS=Escherichia coli (strain K12) GN=cls PE=1 SV=1	METABOLISM	I
P0AF03	mog	21191.02051	13	48	48	44	19	18	47	Coenzyme transport and metabolism	Molybdopterin adenylyltransferase OS=Escherichia coli (strain K12) GN=mog PE=1 SV=1	METABOLISM	H
P40191	pdxK	30810.14428	83	148	121	145	80	85	52	Coenzyme transport and metabolism	Pyridoxine kinase OS=Escherichia coli (strain K12) GN=pdxK PE=1 SV=2	METABOLISM	H
P26602	ubiC	18747.04431	71	120	110	141	98	110	154	Coenzyme transport and metabolism	Chorismate--pyruvate lyase OS=Escherichia coli (strain K12) GN=ubiC PE=1 SV=2	METABOLISM	H
P12999	bioC	28240.51128	3	4	10	15	NA	10	6	Coenzyme transport and metabolism	Biotin synthesis protein BioC OS=Escherichia coli (strain K12) GN=bioC PE=3 SV=2	METABOLISM	H
P06709	birA	35271.8493	13	9	22	17	23	19	19	Coenzyme transport and metabolism	Bifunctional protein BirA OS=Escherichia coli (strain K12) GN=birA PE=1 SV=1	METABOLISM	H
P12282	moeB	26683.37614	31	65	43	35	NA	55	94	Coenzyme transport and metabolism	Sulfur carrier protein moaD adenylyltransferase OS=Escherichia coli (strain K12) GN=moeB PE=1 SV=1	METABOLISM	H
P0A8R0	rraA	17331.58603	1268	977	1508	1210	1262	1125	1559	Coenzyme transport and metabolism	Regulator of ribonuclease activity A OS=Escherichia coli (strain K12) GN=rraA PE=1 SV=1	METABOLISM	H
P76422	thiD	28597.62787	6	11	25	56	NA	21	28	Coenzyme transport and metabolism	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase OS=Escherichia coli (strain K12) GN=thiD PE=1 SV=1	METABOLISM	H
P0AC28	ygfA	21073.86529	6	6	11	11	NA	14	35	Coenzyme transport and metabolism	Uncharacterized protein ygfA OS=Escherichia coli (strain K12) GN=ygfA PE=1 SV=1	METABOLISM	H
P25535	ubiI	44198.77605	10	13	20	19	21	18	17	Coenzyme transport and metabolism	Protein visC OS=Escherichia coli (strain K12) GN=visC PE=3 SV=2	METABOLISM	HC
P69922	fucI	64916.88897	2	20	5	5	3	5	3	Carbohydrate transport and metabolism	L-fucose isomerase OS=Escherichia coli (strain K12) GN=fucI PE=1 SV=1	METABOLISM	G
P0AER0	glpF	29742.55109	77	70	82	1289	77	51	46	Carbohydrate transport and metabolism	Glycerol uptake facilitator protein OS=Escherichia coli (strain K12) GN=glpF PE=1 SV=1	METABOLISM	G
P0A761	nanE	24040.45142	49	27	47	51	25	45	22	Carbohydrate transport and metabolism	Putative N-acetylmannosamine-6-phosphate 2-epimerase OS=Escherichia coli (strain K12) GN=nanE PE=1 SV=1	METABOLISM	G
P05706	srlB	13277.66827	3	3	7	4	9	9	10	Carbohydrate transport and metabolism	Glucitol/sorbitol-specific phosphotransferase enzyme IIA component OS=Escherichia coli (strain K12) GN=srlB PE=4 SV=1	METABOLISM	G
P66817	diaA	21074.66913	142	193	227	219	213	132	293	Carbohydrate transport and metabolism	DnaA initiator-associating protein diaA OS=Escherichia coli (strain K12) GN=diaA PE=1 SV=1	METABOLISM	G
P07762	glgB	84265.77174	70	66	82	78	87	75	76	Carbohydrate transport and metabolism	1,4-alpha-glucan-branching enzyme OS=Escherichia coli (strain K12) GN=glgB PE=1 SV=1	METABOLISM	G
P06720	melA	50606.23389	129	23	14	13	5	20	12	Carbohydrate transport and metabolism	Alpha-galactosidase OS=Escherichia coli (strain K12) GN=melA PE=1 SV=1	METABOLISM	G
D0EX67	nagZ	37552.86975	89	81	94	104	110	97	131	Carbohydrate transport and metabolism	Beta-hexosaminidase 2 OS=Escherichia coli (strain K12) GN=nagZ2 PE=3 SV=1	METABOLISM	G
P10907	ugpC	39480.50397	31	26	21	25	21	60	29	Carbohydrate transport and metabolism	sn-glycerol-3-phosphate import ATP-binding protein UgpC OS=Escherichia coli (strain K12) GN=ugpC PE=1 SV=3	METABOLISM	G
P37388	xylG	56416.741	1	2	1	1	0	1	1	Carbohydrate transport and metabolism	Xylose import ATP-binding protein XylG OS=Escherichia coli (strain K12) GN=xylG PE=1 SV=1	METABOLISM	G
P32141	yihT	31944.38205	17	7	6	10	NA	17	19	Carbohydrate transport and metabolism	Uncharacterized aldolase yihT OS=Escherichia coli (strain K12) GN=yihT PE=3 SV=1	METABOLISM	G
P0AA82	codB	43603.22932	89	58	159	179	344	352	211	Nucleotide transport and metabolism	Cytosine permease OS=Escherichia coli (strain K12) GN=codB PE=1 SV=1	METABOLISM	F
P08179	purN	23205.81467	244	236	349	290	374	271	459	Nucleotide transport and metabolism	Phosphoribosylglycinamide formyltransferase OS=Escherichia coli (strain K12) GN=purN PE=1 SV=1	METABOLISM	F
P0A884	thyA	30442.15787	165	206	276	354	436	348	383	Nucleotide transport and metabolism	Thymidylate synthase OS=Escherichia coli (strain K12) GN=thyA PE=1 SV=1	METABOLISM	F
P37146	nrdF	36402.07787	23	38	29	35	26	18	43	Nucleotide transport and metabolism	Ribonucleoside-diphosphate reductase 2 subunit beta OS=Escherichia coli (strain K12) GN=nrdF PE=1 SV=2	METABOLISM	F
P06960	argF	36785.42997	24	40	32	52	54	36	149	Amino acid transport and metabolism	Ornithine carbamoyltransferase chain F OS=Escherichia coli (strain K12) GN=argF PE=1 SV=4	METABOLISM	E
P0A6E1	aroL	19120.78656	261	404	571	358	434	418	680	Amino acid transport and metabolism	Shikimate kinase 2 OS=Escherichia coli (strain K12) GN=aroL PE=1 SV=3	METABOLISM	E
P0A9I3	gcvR	20737.48421	237	239	384	323	388	241	324	Amino acid transport and metabolism	Glycine cleavage system transcriptional repressor OS=Escherichia coli (strain K12) GN=gcvR PE=1 SV=2	METABOLISM	E
P13033	glpB	45310.44439	7	6	3	258	12	16	4	Amino acid transport and metabolism	Anaerobic glycerol-3-phosphate dehydrogenase subunit B OS=Escherichia coli (strain K12) GN=glpB PE=1 SV=1	METABOLISM	E
P0A7C6	pepE	24536.95979	116	305	201	195	98	214	140	Amino acid transport and metabolism	Peptidase E OS=Escherichia coli (strain K12) GN=pepE PE=1 SV=1	METABOLISM	E
P0AAD6	sdaC	46856.86755	68	57	34	67	70	71	66	Amino acid transport and metabolism	Serine transporter OS=Escherichia coli (strain K12) GN=sdaC PE=1 SV=1	METABOLISM	E
P0AGB0	serB	35002.29891	70	45	91	120	144	86	188	Amino acid transport and metabolism	Phosphoserine phosphatase OS=Escherichia coli (strain K12) GN=serB PE=1 SV=1	METABOLISM	E
P0AGE4	sstT	43431.39854	104	126	89	93	173	144	58	Amino acid transport and metabolism	Serine/threonine transporter sstT OS=Escherichia coli (strain K12) GN=sstT PE=1 SV=1	METABOLISM	E
P07117	putP	54290.62984	67	47	84	61	55	82	77	Amino acid transport and metabolism	Sodium/proline symporter OS=Escherichia coli (strain K12) GN=putP PE=1 SV=1	METABOLISM	ER
P0AAF6	artP	26986.97225	696	400	560	536	690	736	588	Amino acid transport and metabolism	Arginine transport ATP-binding protein ArtP OS=Escherichia coli (strain K12) GN=artP PE=1 SV=1	METABOLISM	E
P0A6K1	dapF	30171.18908	160	216	183	235	NA	230	362	Amino acid transport and metabolism	Diaminopimelate epimerase OS=Escherichia coli (strain K12) GN=dapF PE=3 SV=1	METABOLISM	E
P0AEJ6	eutB	49353.63876	27	28	27	40	36	34	32	Amino acid transport and metabolism	Ethanolamine ammonia-lyase heavy chain OS=Escherichia coli (strain K12) GN=eutB PE=1 SV=1	METABOLISM	E
P0AEQ6	glnP	24330.54365	40	38	90	59	73	66	34	Amino acid transport and metabolism	Glutamine transport system permease protein glnP OS=Escherichia coli (strain K12) GN=glnP PE=1 SV=1	METABOLISM	E
P63228	gmhB	21262.52226	247	273	250	278	318	219	316	Amino acid transport and metabolism	D,D-heptose 1,7-bisphosphate phosphatase OS=Escherichia coli (strain K12) GN=gmhB PE=1 SV=1	METABOLISM	E
Q47690	mmuM	33383.85831	98	87	83	89	107	62	151	Amino acid transport and metabolism	Homocysteine S-methyltransferase OS=Escherichia coli (strain K12) GN=mmuM PE=1 SV=2	METABOLISM	E
P42588	patA	49611.49687	26	35	23	56	34	28	34	Amino acid transport and metabolism	Putrescine aminotransferase OS=Escherichia coli (strain K12) GN=patA PE=1 SV=2	METABOLISM	E
P31134	potG	41885.69734	46	38	83	76	91	74	44	Amino acid transport and metabolism	Putrescine transport ATP-binding protein PotG OS=Escherichia coli (strain K12) GN=potG PE=3 SV=2	METABOLISM	E
P37774	yecC	27641.8973	285	236	262	335	426	286	375	Amino acid transport and metabolism	Uncharacterized amino-acid ABC transporter ATP-binding protein YecC OS=Escherichia coli (strain K12) GN=yecC PE=3 SV=2	METABOLISM	E
P18196	minC	24741.87589	78	130	118	116	145	95	171	Cell cycle control, cell division, chromosome partitioning	Septum site-determining protein minC OS=Escherichia coli (strain K12) GN=minC PE=1 SV=1	CELLULAR PROCESSES AND SIGNALING	D
P77173	zipA	36434.29823	1239	1237	976	1234	1367	1322	1042	Cell cycle control, cell division, chromosome partitioning	Cell division protein ZipA OS=Escherichia coli (strain K12) GN=zipA PE=1 SV=3	CELLULAR PROCESSES AND SIGNALING	D
P80668	feaB	53647.30106	40	23	22	23	22	30	8	Energy production and conversion	Phenylacetaldehyde dehydrogenase OS=Escherichia coli (strain K12) GN=feaB PE=1 SV=2	METABOLISM	C
P09152	narG	140382.5073	5	1	2	1	1	5	0	Energy production and conversion	Respiratory nitrate reductase 1 alpha chain OS=Escherichia coli (strain K12) GN=narG PE=1 SV=4	METABOLISM	C
P0A9T4	tas	38457.6131	177	146	144	220	190	111	243	Energy production and conversion	Protein tas OS=Escherichia coli (strain K12) GN=tas PE=1 SV=1	METABOLISM	C
P10908	ugpQ	27374.04865	198	200	196	252	199	234	195	Energy production and conversion	Glycerophosphoryl diester phosphodiesterase OS=Escherichia coli (strain K12) GN=ugpQ PE=1 SV=1	METABOLISM	C
P0AB65	yccX	10275.2359	375	245	223	301	197	181	118	Energy production and conversion	Acylphosphatase OS=Escherichia coli (strain K12) GN=yccX PE=1 SV=1	METABOLISM	C
P14407	fumB	60049.35305	1	2	2	5	NA	13	15	Energy production and conversion	Fumarate hydratase class I, anaerobic OS=Escherichia coli (strain K12) GN=fumB PE=1 SV=2	METABOLISM	C
P0AAJ8	hybA	35961.55914	0	126	5	34	NA	14	148	Energy production and conversion	Hydrogenase-2 operon protein hybA OS=Escherichia coli (strain K12) GN=hybA PE=3 SV=1	METABOLISM	C
P17117	nfsA	26765.85039	42	105	158	168	41	59	211	Energy production and conversion	Oxygen-insensitive NADPH nitroreductase OS=Escherichia coli (strain K12) GN=nfsA PE=1 SV=2	METABOLISM	C
P0ADV5	yhbW	37087.72888	28	55	50	98	48	37	110	Energy production and conversion	Uncharacterized protein yhbW OS=Escherichia coli (strain K12) GN=yhbW PE=4 SV=1	METABOLISM	C
P0AE28	aroM	24883.21341	172	193	101	118	98	83	107		Protein AroM OS=Escherichia coli (strain K12) GN=aroM PE=4 SV=1		-
P0AET2	hdeB	12016.98866	607	1751	71	100	103	150	75		Protein hdeB OS=Escherichia coli (strain K12) GN=hdeB PE=1 SV=1		-
P0AAX6	mcbA	8872.51866	3402	4783	5157	4846	NA	5199	6801		Uncharacterized protein McbA OS=Escherichia coli (strain K12) GN=mcbA PE=2 SV=2		-
P25738	msyB	14232.26887	9672	6405	3546	6567	4210	5218	3968		Acidic protein msyB OS=Escherichia coli (strain K12) GN=msyB PE=4 SV=1		-
P0A8K5	yaeP	7191.57041	1678	1312	1369	1575	1249	847	1499		UPF0253 protein yaeP OS=Escherichia coli (strain K12) GN=yaeP PE=1 SV=1		-
P75694	yahO	9871.13374	14990	6852	4115	7161	3748	6352	4029		Uncharacterized protein YahO OS=Escherichia coli (strain K12) GN=yahO PE=3 SV=1		-
P0AAN5	yaiA	7258.62835	813	287	288	487	319	441	353		Uncharacterized protein yaiA OS=Escherichia coli (strain K12) GN=yaiA PE=1 SV=1		-
P0AB14	yccJ	8501.16875	2210	2016	1770	2971	1904	728	2565		Uncharacterized protein yccJ OS=Escherichia coli (strain K12) GN=yccJ PE=4 SV=1		-
P0AB26	yceB	20468.68601	176	252	310	231	198	199	373		Uncharacterized lipoprotein yceB OS=Escherichia coli (strain K12) GN=yceB PE=1 SV=1		-
P0ACX3	ydhR	11262.77341	2601	2781	2629	3139	2662	2859	2912		Putative monooxygenase ydhR OS=Escherichia coli (strain K12) GN=ydhR PE=1 SV=1		-
P0AD21	yejG	12499.09734	34	53	69	83	NA	57	95		Uncharacterized protein yejG OS=Escherichia coli (strain K12) GN=yejG PE=4 SV=1		-
P64540	yfcL	9975.83693	142	208	177	195	225	193	450		Uncharacterized protein yfcL OS=Escherichia coli (strain K12) GN=yfcL PE=4 SV=1		-
P76549	yffR	14526.36854	20	18	146	54	NA	55	53		Uncharacterized protein yffR OS=Escherichia coli (strain K12) GN=yffR PE=4 SV=1		-
P45552	yhfZ	33465.22267	4	3	5	13	NA	11	39		Uncharacterized protein yhfZ OS=Escherichia coli (strain K12) GN=yhfZ PE=4 SV=3		-
P31433	yicH	62216.07131	57	61	90	75	86	60	70		Uncharacterized protein yicH OS=Escherichia coli (strain K12) GN=yicH PE=4 SV=2		-
P0ACV8	ymjA	9297.38439	341	314	342	275	303	340	304		Uncharacterized protein ymjA OS=Escherichia coli (strain K12) GN=ymjA PE=4 SV=1		-
P76073	ynaE	10084.51033	10	8	13	4	NA	7	31		Uncharacterized protein ynaE OS=Escherichia coli (strain K12) GN=ynaE PE=4 SV=1		-
P25552	gppA	54818.60416	31	21	39	30	39	36	60		Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase OS=Escherichia coli (strain K12) GN=gppA PE=1 SV=3		-
P77454	glsA	32864.53833	31	353	17	22	59	55	55		Glutaminase 1 OS=Escherichia coli (strain K12) GN=glsA1 PE=1 SV=1		-
P50456	mlc	44270.25484	19	21	26	21	16	24	19		Protein mlc OS=Escherichia coli (strain K12) GN=mlc PE=1 SV=2		-
P24205	msbB	37368.31401	69	50	47	67	49	54	71		Lipid A biosynthesis (KDO)2-(lauroyl)-lipid IVA acyltransferase OS=Escherichia coli (strain K12) GN=msbB PE=1 SV=1		-
P33012	gyrI	18051.78217	380	491	356	444	NA	282	499		DNA gyrase inhibitory protein OS=Escherichia coli (strain K12) GN=gyrI PE=1 SV=1		-
P0AB38	lpoB	22483.39362	440	524	568	724	588	506	705		Penicillin-binding protein activator LpoB OS=Escherichia coli (strain K12) GN=lpoB PE=1 SV=1		-
P21420	nmpC	40259.36801	4	11	10	15	NA	38	17		Putative outer membrane porin protein nmpC OS=Escherichia coli (strain K12) GN=nmpC PE=5 SV=2		-
P0A8I5	trmB	27271.69709	280	256	258	339	397	323	443		tRNA (guanine-N(7)-)-methyltransferase OS=Escherichia coli (strain K12) GN=trmB PE=1 SV=1		-
P24197	ygiD	28855.4597	43	101	47	72	NA	43	208		Uncharacterized protein ygiD OS=Escherichia coli (strain K12) GN=ygiD PE=1 SV=3		-
P00811	ampC	41511.40147	6	8	11	11	5	9	19	Defense mechanisms	Beta-lactamase OS=Escherichia coli (strain K12) GN=ampC PE=1 SV=1	CELLULAR PROCESSES AND SIGNALING	V
P05719	hsdS	51345.41367	3	6	13	14	14	11	19	Defense mechanisms	Type-1 restriction enzyme EcoKI specificity protein OS=Escherichia coli (strain K12) GN=hsdS PE=1 SV=1	CELLULAR PROCESSES AND SIGNALING	V
P0AD70	ampH	41804.34894	20	26	12	24	NA	26	36	Defense mechanisms	Penicillin-binding protein AmpH OS=Escherichia coli (strain K12) GN=ampH PE=1 SV=1	CELLULAR PROCESSES AND SIGNALING	V
P76008	ldcA	33528.2494	89	84	79	83	87	81	107	Defense mechanisms	Murein tetrapeptide carboxypeptidase OS=Escherichia coli (strain K12) GN=ldcA PE=1 SV=1	CELLULAR PROCESSES AND SIGNALING	V
P0AG99	secG	11339.85638	1251	1093	1855	1989	2325	1774	2475	Intracellular trafficking, secretion, and vesicular transport	Protein-export membrane protein SecG OS=Escherichia coli (strain K12) GN=secG PE=1 SV=1	CELLULAR PROCESSES AND SIGNALING	U
P69423	tatC	28839.23798	219	154	230	236	422	266	213	Intracellular trafficking, secretion, and vesicular transport	Sec-independent protein translocase protein tatC OS=Escherichia coli (strain K12) GN=tatC PE=1 SV=2	CELLULAR PROCESSES AND SIGNALING	U
P0AG96	secE	13616.70772	74	82	132	191	195	130	152	Intracellular trafficking, secretion, and vesicular transport	Preprotein translocase subunit SecE OS=Escherichia coli (strain K12) GN=secE PE=1 SV=1	CELLULAR PROCESSES AND SIGNALING	U
P11071	aceK	67637.38354	26	47	9	16	3	9	3	Signal transduction mechanisms	Isocitrate dehydrogenase kinase/phosphatase OS=Escherichia coli (strain K12) GN=aceK PE=1 SV=2	CELLULAR PROCESSES AND SIGNALING	T
P69913	csrA	6833.64357	650	1301	1291	1137	1035	859	1907	Signal transduction mechanisms	Carbon storage regulator OS=Escherichia coli (strain K12) GN=csrA PE=1 SV=1	CELLULAR PROCESSES AND SIGNALING	T
