bnumber	Description	Gene	Peptides.used.for.quantitation	Confidence.score	MW[Da]	Bnumber	Annotated functional COG groups (letter)	Annotated functional COG group (description)	Annotated functional COG class
b2610	Signal recognition particle protein OS=Escherichia coli (strain K12) GN=ffh PE=1 SV=1	ffh	18	1223.97	49737.22258	b2610	U	Intracellular trafficking, secretion, and vesicular transport	CELLULAR PROCESSES AND SIGNALING
b2614	Protein grpE OS=Escherichia coli (strain K12) GN=grpE PE=1 SV=1	grpE	16	962.49	21766.1539	b2614	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
b2615	Probable inorganic polyphosphate/ATP-NAD kinase OS=Escherichia coli (strain K12) GN=ppnK PE=3 SV=1	nadK	1	39.28	32527.79527	b2615	G	Carbohydrate transport and metabolism	METABOLISM
b2616	DNA repair protein recN OS=Escherichia coli (strain K12) GN=recN PE=1 SV=2	recN	2	98.23	61340.142929999995	b2616	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
b2617	Small protein A OS=Escherichia coli (strain K12) GN=smpA PE=1 SV=1	bamE	2	143.59	12276.16819	b2617	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
b2618	UPF0125 protein yfjF OS=Escherichia coli (strain K12) GN=yfjF PE=1 SV=1	ratB	3	115.34	10764.80442	b2618	S	Function unknown	POORLY CHARACTERIZED
b2619	Putative toxin YfjG OS=Escherichia coli (strain K12) GN=yfjG PE=1 SV=1	yfjG	4	372.65	17697.123180000002	b2619	I	Lipid transport and metabolism	METABOLISM
b2620	SsrA-binding protein OS=Escherichia coli (strain K12) GN=smpB PE=1 SV=2	smpB	5	258.26	18239.66906	b2620	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
b2659	Protein CsiD OS=Escherichia coli (strain K12) GN=csiD PE=1 SV=2	csiD	10	467.21	37318.85063	b2659	-		
b2660	L-2-hydroxyglutarate oxidase LhgO OS=Escherichia coli (strain K12) GN=lhgO PE=1 SV=3	lhgO	2	133.96	46034.50872	b2660	R	General function prediction only	POORLY CHARACTERIZED
b2661	Succinate-semialdehyde dehydrogenase [NADP+] OS=Escherichia coli (strain K12) GN=gabD PE=1 SV=1	gabD	18	1025.2	51669.60686	b2661	C	Energy production and conversion	METABOLISM
b2662	4-aminobutyrate aminotransferase OS=Escherichia coli (strain K12) GN=gabT PE=1 SV=1	gabT	17	1134.9	45727.49283	b2662	E	Amino acid transport and metabolism	METABOLISM
b2664	HTH-type transcriptional repressor CsiR OS=Escherichia coli (strain K12) GN=csiR PE=1 SV=2	csiR	2	97.91	24956.87554	b2664	K	Transcription	INFORMATION STORAGE AND PROCESSING
b2665	Uncharacterized protein ygaU OS=Escherichia coli (strain K12) GN=ygaU PE=1 SV=2	ygaU	12	861.01	16035.273659999999	b2665	S	Function unknown	POORLY CHARACTERIZED
b2667	Probable HTH-type transcriptional regulator ygaV OS=Escherichia coli (strain K12) GN=ygaV PE=1 SV=1	ygaV	4	398.22	10571.51605	b2667	K	Transcription	INFORMATION STORAGE AND PROCESSING
b2668	Inner membrane protein ygaP OS=Escherichia coli (strain K12) GN=ygaP PE=1 SV=1	ygaP	3	96.5	18608.89687	b2668	P	Inorganic ion transport and metabolism	METABOLISM
b2669	DNA-binding protein stpA OS=Escherichia coli (strain K12) GN=stpA PE=3 SV=1	stpA	11	654.45	15319.954880000001	b2669	R	General function prediction only	POORLY CHARACTERIZED
b2671	Uncharacterized protein ygaC OS=Escherichia coli (strain K12) GN=ygaC PE=4 SV=1	ygaC	3	111.58	13039.604640000001	b2671	-		
b2672	Uncharacterized protein ygaM OS=Escherichia coli (strain K12) GN=ygaM PE=4 SV=1	ygaM	2	116.95	12262.07752	b2672	S	Function unknown	POORLY CHARACTERIZED
b2673	Glutaredoxin-like protein nrdH OS=Escherichia coli (strain K12) GN=nrdH PE=1 SV=1	nrdH	2	72.08	9115.52639	b2673	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
b2675	Ribonucleoside-diphosphate reductase 2 subunit alpha OS=Escherichia coli (strain K12) GN=nrdE PE=3 SV=3	nrdE	5	199.35	80410.27706000001	b2675	F	Nucleotide transport and metabolism	METABOLISM
b2676	Ribonucleoside-diphosphate reductase 2 subunit beta OS=Escherichia coli (strain K12) GN=nrdF PE=1 SV=2	nrdF	4	170.0	36402.07787	b2676	F	Nucleotide transport and metabolism	METABOLISM
b2677	Glycine betaine/L-proline transport ATP-binding protein ProV OS=Escherichia coli (strain K12) GN=proV PE=1 SV=1	proV	6	426.0	44117.13409	b2677	E	Amino acid transport and metabolism	METABOLISM
b2678	Glycine betaine/L-proline transport system permease protein proW OS=Escherichia coli (strain K12) GN=proW PE=1 SV=1	proW	2	150.34	37577.3499	b2678	E	Amino acid transport and metabolism	METABOLISM
b2679	Glycine betaine-binding periplasmic protein OS=Escherichia coli (strain K12) GN=proX PE=1 SV=1	proX	5	326.36	35981.90441	b2679	E	Amino acid transport and metabolism	METABOLISM
b2684	Transcriptional repressor mprA OS=Escherichia coli (strain K12) GN=mprA PE=2 SV=1	mprA	7	254.63	20532.28755	b2684	K	Transcription	INFORMATION STORAGE AND PROCESSING
b2685	Multidrug resistance protein A OS=Escherichia coli (strain K12) GN=emrA PE=3 SV=2	emrA	5	260.62	42691.61954	b2685	V	Defense mechanisms	CELLULAR PROCESSES AND SIGNALING
b2687	S-ribosylhomocysteine lyase OS=Escherichia coli (strain K12) GN=luxS PE=1 SV=3	luxS	15	1179.02	19385.612240000002	b2687	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
b2688	Glutamate--cysteine ligase OS=Escherichia coli (strain K12) GN=gshA PE=1 SV=1	gshA	15	605.9	58214.2673	b2688	H	Coenzyme transport and metabolism	METABOLISM
b2690	Phosphatase YqaB OS=Escherichia coli (strain K12) GN=yqaB PE=1 SV=1	yqaB	5	222.7	20748.53598	b2690	R	General function prediction only	POORLY CHARACTERIZED
b2696	Carbon storage regulator OS=Escherichia coli (strain K12) GN=csrA PE=1 SV=1	csrA	3	163.75	6833.64357	b2696	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
b2697	Alanyl-tRNA synthetase OS=Escherichia coli (strain K12) GN=alaS PE=1 SV=2	alaS	49	3631.87	95954.64438	b2697	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
b2699	Protein recA OS=Escherichia coli (strain K12) GN=recA PE=1 SV=2	recA	15	1090.72	37931.55831	b2699	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
b2700	Protein YgaD OS=Escherichia coli (strain K12) GN=ygaD PE=1 SV=1	pncC	4	177.7	17552.71915	b2700	R	General function prediction only	POORLY CHARACTERIZED
b2701	Membrane-bound lytic murein transglycosylase B OS=Escherichia coli (strain K12) GN=mltB PE=1 SV=1	mltB	1	34.62	40212.24573	b2701	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
b2703	Glucitol/sorbitol-specific phosphotransferase enzyme IIB component OS=Escherichia coli (strain K12) GN=srlE PE=1 SV=1	srlE	2	123.5	33292.82514	b2703	G	Carbohydrate transport and metabolism	METABOLISM
b2704	Glucitol/sorbitol-specific phosphotransferase enzyme IIA component OS=Escherichia coli (strain K12) GN=srlB PE=4 SV=1	srlB	4	195.45	13277.66827	b2704	G	Carbohydrate transport and metabolism	METABOLISM
b2705	Sorbitol-6-phosphate 2-dehydrogenase OS=Escherichia coli (strain K12) GN=srlD PE=1 SV=2	srlD	3	161.66	27822.12075	b2705	IQR	Lipid transport and metabolism	METABOLISM
b2707	Glucitol operon repressor OS=Escherichia coli (strain K12) GN=srlR PE=2 SV=1	srlR	2	39.05	28200.37293	b2707	KG	Transcription	INFORMATION STORAGE AND PROCESSING
b2708	Protein gutQ OS=Escherichia coli (strain K12) GN=gutQ PE=3 SV=3	gutQ	7	251.59	33991.64548	b2708	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
b2714	HTH-type transcriptional regulator AscG OS=Escherichia coli (strain K12) GN=ascG PE=1 SV=3	ascG	5	304.85	36903.04607	b2714	K	Transcription	INFORMATION STORAGE AND PROCESSING
b2717	Hydrogenase 3 maturation protease OS=Escherichia coli (strain K12) GN=hycI PE=1 SV=2	hycI	3	119.99	17027.3572	b2717	C	Energy production and conversion	METABOLISM
b2721	Formate hydrogenlyase subunit 5 OS=Escherichia coli (strain K12) GN=hycE PE=1 SV=1	hycE	2	53.35	64920.752889999996	b2721	C	Energy production and conversion	METABOLISM
b2725	Formate hydrogenlyase regulatory protein hycA OS=Escherichia coli (strain K12) GN=hycA PE=1 SV=1	hycA	3	59.03	17597.84797	b2725	-		
b2727	Hydrogenase isoenzymes nickel incorporation protein hypB OS=Escherichia coli (strain K12) GN=hypB PE=1 SV=1	hypB	6	317.45	31526.765389999997	b2727	OK	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
b2730	Hydrogenase isoenzymes formation protein hypE OS=Escherichia coli (strain K12) GN=hypE PE=1 SV=2	hypE	3	228.42	35052.30286	b2730	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
b2733	DNA mismatch repair protein mutS OS=Escherichia coli (strain K12) GN=mutS PE=1 SV=1	mutS	6	368.27	95169.13824	b2733	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
b2735	Uncharacterized HTH-type transcriptional regulator ygbI OS=Escherichia coli (strain K12) GN=ygbI PE=4 SV=2	ygbI	1	55.08	27399.262660000004	b2735	KG	Transcription	INFORMATION STORAGE AND PROCESSING
b2739	Protein ygbM OS=Escherichia coli (strain K12) GN=ygbM PE=1 SV=1	ygbM	1	102.87	29180.58591	b2739	G	Carbohydrate transport and metabolism	METABOLISM
b2741	RNA polymerase sigma factor rpoS OS=Escherichia coli (strain K12) GN=rpoS PE=3 SV=3	rpoS	9	703.86	37930.72627	b2741	K	Transcription	INFORMATION STORAGE AND PROCESSING
b2742	Lipoprotein nlpD OS=Escherichia coli (strain K12) GN=nlpD PE=1 SV=1	nlpD	8	429.71	40106.35568	b2742	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
b2743	Protein-L-isoaspartate O-methyltransferase OS=Escherichia coli (strain K12) GN=pcm PE=1 SV=2	pcm	5	423.67	23225.31917	b2743	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
b2744	Multifunctional protein surE OS=Escherichia coli (strain K12) GN=surE PE=1 SV=1	surE	2	99.49	26865.59578	b2744	R	General function prediction only	POORLY CHARACTERIZED
b2745	tRNA pseudouridine synthase D OS=Escherichia coli (strain K12) GN=truD PE=1 SV=1	truD	7	343.24	39049.19045	b2745	S	Function unknown	POORLY CHARACTERIZED
b2746	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase OS=Escherichia coli (strain K12) GN=ispF PE=1 SV=1	ispF	5	348.61	16868.826680000002	b2746	I	Lipid transport and metabolism	METABOLISM
b2747	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase OS=Escherichia coli (strain K12) GN=ispD PE=1 SV=3	ispD	4	216.4	25703.19589	b2747	I	Lipid transport and metabolism	METABOLISM
b2748	Cell division protein ftsB OS=Escherichia coli (strain K12) GN=ftsB PE=1 SV=1	ftsB	1	43.39	11596.94527	b2748	D	Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
b2750	Adenylyl-sulfate kinase OS=Escherichia coli (strain K12) GN=cysC PE=1 SV=2	cysC	6	530.73	22289.51644	b2750	P	Inorganic ion transport and metabolism	METABOLISM
b2751	Sulfate adenylyltransferase subunit 1 OS=Escherichia coli (strain K12) GN=cysN PE=1 SV=1	cysN	25	1650.37	52508.01953	b2751	P	Inorganic ion transport and metabolism	METABOLISM
b2752	Sulfate adenylyltransferase subunit 2 OS=Escherichia coli (strain K12) GN=cysD PE=1 SV=3	cysD	12	615.34	35147.8827	b2752	EH	Amino acid transport and metabolism	METABOLISM
b2753	Alkaline phosphatase isozyme conversion protein OS=Escherichia coli (strain K12) GN=iap PE=3 SV=1	iap	2	67.76	37878.3501	b2753	R	General function prediction only	POORLY CHARACTERIZED
b2755	Uncharacterized protein ygbT OS=Erwinia amylovora (strain CFBP1430) GN=ygbT PE=4 SV=1	ygbT	1	25.3	32800.6034	b2755	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
b2762	Phosphoadenosine phosphosulfate reductase OS=Escherichia coli (strain K12) GN=cysH PE=1 SV=3	cysH	12	653.72	27940.451680000002	b2762	EH	Amino acid transport and metabolism	METABOLISM
b2763	Sulfite reductase [NADPH] hemoprotein beta-component OS=Escherichia coli (strain K12) GN=cysI PE=1 SV=4	cysI	31	1902.4	63939.93502999999	b2763	P	Inorganic ion transport and metabolism	METABOLISM
b2764	Sulfite reductase [NADPH] flavoprotein alpha-component OS=Escherichia coli (strain K12) GN=cysJ PE=1 SV=4	cysJ	28	2175.11	66210.86614	b2764	P	Inorganic ion transport and metabolism	METABOLISM
b2765	6-carboxy-5,6,7,8-tetrahydropterin synthase OS=Escherichia coli (strain K12) GN=queD PE=1 SV=1	queD	2	79.79	13745.894030000001	b2765	H	Coenzyme transport and metabolism	METABOLISM
b2777	7-carboxy-7-deazaguanine synthase homolog OS=Escherichia coli (strain K12) GN=ygcF PE=1 SV=1	queE	5	392.67	24995.637130000003	b2777	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
b2779	Enolase OS=Escherichia coli (strain K12) GN=eno PE=1 SV=2	eno	20	1590.44	45608.41069	b2779	G	Carbohydrate transport and metabolism	METABOLISM
b2780	CTP synthase OS=Escherichia coli (strain K12) GN=pyrG PE=1 SV=2	pyrG	22	1209.43	60318.05938	b2780	F	Nucleotide transport and metabolism	METABOLISM
b2781	Nucleoside triphosphate pyrophosphohydrolase OS=Escherichia coli (strain K12) GN=mazG PE=1 SV=1	mazG	1	56.82	30375.185210000003	b2781	R	General function prediction only	POORLY CHARACTERIZED
b2782	mRNA interferase MazF OS=Escherichia coli (strain K12) GN=mazF PE=1 SV=1	mazF	5	293.79	12072.173659999999	b2782	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
b2783	Antitoxin MazE OS=Escherichia coli (strain K12) GN=mazE PE=1 SV=1	mazE	2	93.21	9331.88444	b2783	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
b2784	GTP pyrophosphokinase OS=Escherichia coli (strain K12) GN=relA PE=1 SV=1	relA	11	617.1	83805.0908	b2784	TK	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
b2785	23S rRNA (uracil-5-)-methyltransferase RumA OS=Escherichia coli (strain K12) GN=rumA PE=1 SV=3	rlmD	1	26.35	48003.828989999995	b2785	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
b2786	Signal transduction histidine-protein kinase BarA OS=Escherichia coli (strain K12) GN=barA PE=1 SV=1	barA	2	102.3	102369.9211	b2786	-		
b2787	Glucarate dehydratase OS=Escherichia coli (strain K12) GN=gudD PE=1 SV=2	gudD	1	21.66	49091.57737	b2787	MR	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
b2790	Uncharacterized protein yqcA OS=Escherichia coli (strain K12) GN=yqcA PE=3 SV=1	yqcA	2	70.05	16245.97352	b2790	C	Energy production and conversion	METABOLISM
b2791	tRNA pseudouridine synthase C OS=Escherichia coli (strain K12) GN=truC PE=1 SV=1	truC	3	127.55	29629.23586	b2791	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
b2792	Uncharacterized protein yqcC OS=Escherichia coli (strain K12) GN=yqcC PE=1 SV=1	yqcC	2	89.12	12760.34477	b2792	S	Function unknown	POORLY CHARACTERIZED
b2793	Protein syd OS=Escherichia coli (strain K12) GN=syd PE=1 SV=1	syd	1	83.56	20677.40484	b2793	-		
b2794	NADPH-dependent 7-cyano-7-deazaguanine reductase OS=Escherichia coli (strain K12) GN=queF PE=1 SV=1	queF	6	239.39	32549.27527	b2794	S	Function unknown	POORLY CHARACTERIZED
b2795	LOG family protein ygdH OS=Escherichia coli (strain K12) GN=ygdH PE=1 SV=1	ygdH	10	599.49	50921.200639999995	b2795	R	General function prediction only	POORLY CHARACTERIZED
b2796	Serine transporter OS=Escherichia coli (strain K12) GN=sdaC PE=1 SV=1	sdaC	4	258.55	46856.86755	b2796	E	Amino acid transport and metabolism	METABOLISM
b2797	L-serine dehydratase 2 OS=Escherichia coli (strain K12) GN=sdaB PE=1 SV=2	sdaB	8	645.53	48703.47312	b2797	E	Amino acid transport and metabolism	METABOLISM
b2798	Protein Xni OS=Escherichia coli (strain K12) GN=ygdG PE=1 SV=3	ygdG	1	30.22	28130.364230000003		-		
b2799	Lactaldehyde reductase OS=Escherichia coli (strain K12) GN=fucO PE=1 SV=1	fucO	7	322.14	40600.70263	b2799	C	Energy production and conversion	METABOLISM
b2800	L-fuculose phosphate aldolase OS=Escherichia coli (strain K12) GN=fucA PE=1 SV=1	fucA	2	86.07	23742.237230000002	b2800	G	Carbohydrate transport and metabolism	METABOLISM
b2802	L-fucose isomerase OS=Escherichia coli (strain K12) GN=fucI PE=1 SV=1	fucI	4	225.28	64916.88897000001	b2802	G	Carbohydrate transport and metabolism	METABOLISM
b2804	L-fucose mutarotase OS=Escherichia coli (strain K12) GN=fucU PE=1 SV=1	fucU	3	162.4	15445.185430000001	b2804	G	Carbohydrate transport and metabolism	METABOLISM
b2805	L-fucose operon activator OS=Escherichia coli (strain K12) GN=fucR PE=4 SV=1	fucR	2	64.53	27327.204719999998	b2805	KG	Transcription	INFORMATION STORAGE AND PROCESSING
b2806	Ribosomal RNA large subunit methyltransferase M OS=Escherichia coli (strain K12) GN=rlmM PE=1 SV=1	rlmM	7	267.65	41860.12425	b2806	R	General function prediction only	POORLY CHARACTERIZED
b2808	Glycine cleavage system transcriptional activator OS=Escherichia coli (strain K12) GN=gcvA PE=1 SV=1	gcvA	2	92.2	34362.11053	b2808	K	Transcription	INFORMATION STORAGE AND PROCESSING
b2809	Uncharacterized lipoprotein ygdI OS=Escherichia coli (strain K12) GN=ygdI PE=4 SV=1	ygdI	2	242.5	8150.86723	b2809	-		
b2810	Cysteine sulfinate desulfinase OS=Escherichia coli (strain K12) GN=csdA PE=1 SV=1	csdA	2	97.28	43188.95647	b2810	E	Amino acid transport and metabolism	METABOLISM
b2811	Uncharacterized sufE-like protein ygdK OS=Escherichia coli (strain K12) GN=ygdK PE=1 SV=1	csdE	4	181.99	15912.306719999999	b2811	R	General function prediction only	POORLY CHARACTERIZED
b2812	Uncharacterized protein ygdL OS=Escherichia coli (strain K12) GN=ygdL PE=3 SV=1	ygdL	6	194.88	28525.62512		-		
b2813	Membrane-bound lytic murein transglycosylase A OS=Escherichia coli (strain K12) GN=mltA PE=1 SV=1	mltA	3	110.56	40367.137760000005	b2813	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
b2817	N-acetylmuramoyl-L-alanine amidase AmiC OS=Escherichia coli (strain K12) GN=amiC PE=1 SV=1	amiC	1	55.07	45588.06117	b2817	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
b2818	Amino-acid acetyltransferase OS=Escherichia coli (strain K12) GN=argA PE=1 SV=1	argA	12	584.47	49146.47652	b2818	E	Amino acid transport and metabolism	METABOLISM
b2819	Exodeoxyribonuclease V alpha chain OS=Escherichia coli (strain K12) GN=recD PE=1 SV=2	recD	2	73.02	66842.66984	b2819	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
b2820	Exodeoxyribonuclease V beta chain OS=Escherichia coli (strain K12) GN=recB PE=1 SV=1	recB	2	41.27	133856.9054	b2820	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
b2821	Protease 3 OS=Escherichia coli (strain K12) GN=ptrA PE=1 SV=1	ptrA	7	393.64	107622.6732	b2821	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
b2822	Exodeoxyribonuclease V gamma chain OS=Escherichia coli (strain K12) GN=recC PE=1 SV=1	recC	1	48.77	128747.9472	b2822	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
b2827	Thymidylate synthase OS=Escherichia coli (strain K12) GN=thyA PE=1 SV=1	thyA	4	170.18	30442.15787	b2827	F	Nucleotide transport and metabolism	METABOLISM
b2828	Prolipoprotein diacylglyceryl transferase OS=Escherichia coli (strain K12) GN=lgt PE=1 SV=1	lgt	1	101.87	33068.239839999995	b2828	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
b2829	Phosphoenolpyruvate-protein phosphotransferase ptsP OS=Escherichia coli (strain K12) GN=ptsP PE=3 SV=2	ptsP	6	546.71	83644.74272000001	b2829	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
b2830	RNA pyrophosphohydrolase OS=Escherichia coli (strain K12) GN=rppH PE=1 SV=1	rppH	3	205.69	20763.58404	b2830	LR	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
b2833	Uncharacterized lipoprotein ygdR OS=Escherichia coli (strain K12) GN=ygdR PE=1 SV=1	ygdR	1	48.32	7853.825890000001	b2833	-		
b2834	Protein tas OS=Escherichia coli (strain K12) GN=tas PE=1 SV=1	tas	4	222.89	38457.6131	b2834	C	Energy production and conversion	METABOLISM
b2836	Bifunctional protein aas OS=Escherichia coli (strain K12) GN=aas PE=1 SV=2	aas	2	82.59	80630.57813	b2836	IQ	Lipid transport and metabolism	METABOLISM
b2837	HTH-type transcriptional regulator galR OS=Escherichia coli (strain K12) GN=galR PE=1 SV=1	galR	7	383.61	37052.69803	b2837	K	Transcription	INFORMATION STORAGE AND PROCESSING
b2838	Diaminopimelate decarboxylase OS=Escherichia coli (strain K12) GN=lysA PE=1 SV=1	lysA	7	596.13	46130.412619999996	b2838	E	Amino acid transport and metabolism	METABOLISM
b2840	Uncharacterized protein YgeA OS=Escherichia coli (strain K12) GN=ygeA PE=1 SV=1	ygeA	1	56.73	25213.74597	b2840	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
